"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"1995","Geronimo Berroa","Athletics","141","616","22","87","88","7","10.2 %","15.9 %",".172",".301",".278",".351",".451",".352","111","-0.5","8.0","-17.6","1.1","1000900"
"2007","Jose Vidro","Mariners","147","625","6","78","59","0","10.1 %","9.1 %",".080",".337",".314",".381",".394",".345","111","-0.9","7.4","-17.8","1.1","802"
"1990","George Bell","Blue Jays","142","608","21","67","86","3","5.3 %","13.2 %",".157",".271",".265",".303",".422",".317","96","-0.4","-3.0","-5.6","1.1","1000808"
"1999","Chili Davis","Yankees","146","554","19","59","78","4","13.2 %","18.1 %",".176",".303",".269",".366",".445",".355","109","0.4","7.0","-15.2","1.1","1003041"
"2001","Greg Vaughn","Devil Rays","136","562","24","74","82","11","12.6 %","23.1 %",".200",".266",".233",".333",".433",".329","100","0.0","-0.2","-8.6","1.1","1233"
"1995","Paul Molitor","Blue Jays","130","598","15","63","60","12","10.2 %","9.5 %",".152",".278",".270",".350",".423",".344","102","2.2","4.1","-13.9","1.0","1009040"
"1996","Bobby Bonilla","Orioles","159","693","28","107","116","1","10.8 %","12.3 %",".203",".287",".287",".363",".491",".364","112","-1.3","10.1","-24.7","1.0","1001168"
"2009","Luke Scott","Orioles","128","506","25","61","77","0","10.9 %","20.6 %",".229",".283",".258",".340",".488",".356","112","-1.8","5.5","-12.9","1.0","3469"
"2007","Aubrey Huff","Orioles","151","603","15","68","72","1","8.0 %","14.4 %",".162",".308",".280",".337",".442",".339","103","1.7","4.2","-15.9","0.9","1213"
"1992","Tino Martinez","Mariners","136","513","16","53","66","2","8.2 %","15.0 %",".154",".272",".257",".316",".411",".322","99","-0.1","-0.9","-6.6","0.9","1168"
"2005","Eric Hinske","Blue Jays","147","537","15","79","68","8","8.6 %","22.5 %",".168",".317",".262",".333",".430",".330","99","0.6","-0.1","-9.4","0.9","1305"
"2002","Marty Cordova","Orioles","131","513","18","55","64","1","9.2 %","21.6 %",".181",".295",".253",".325",".434",".330","103","-3.1","-1.4","-7.7","0.8","132"
"2013","Victor Martinez","Tigers","159","668","14","68","83","0","8.1 %","9.3 %",".129",".313",".301",".355",".430",".340","111","-8.2","0.5","-14.9","0.8","393"
"1994","Harold Baines","Orioles","94","357","16","44","54","0","8.4 %","13.7 %",".190",".307",".294",".356",".485",".361","113","0.0","6.0","-9.8","0.8","1000434"
"1996","Mickey Tettleton","Rangers","143","599","24","78","83","2","15.9 %","22.9 %",".204",".286",".246",".366",".450",".355","102","-0.2","1.3","-15.7","0.8","1012939"
"1997","Geronimo Berroa","- - -","156","648","26","88","90","4","11.7 %","18.5 %",".184",".315",".283",".369",".467",".366","120","-0.9","15.8","-30.4","0.8","1000900"
"1995","Cecil Fielder","Tigers","136","578","31","70","82","0","13.0 %","20.1 %",".229",".254",".243",".346",".472",".354","108","-0.6","5.7","-17.6","0.7","1004026"
"1994","Danny Tartabull","Yankees","104","470","19","68","67","1","14.0 %","23.6 %",".208",".304",".256",".360",".464",".359","113","-0.2","8.0","-16.6","0.7","1012829"
"1997","Paul Molitor","Twins","135","597","10","63","89","11","7.5 %","12.2 %",".130",".330",".305",".351",".435",".340","99","0.5","-0.2","-13.8","0.7","1009040"
"1991","Kevin Maas","Yankees","148","592","23","69","63","5","14.0 %","21.6 %",".170",".246",".220",".333",".390",".329","103","0.6","2.3","-14.9","0.7","1007895"
"1993","Chili Davis","Angels","153","645","27","74","112","4","11.0 %","20.9 %",".197",".273",".243",".327",".440",".335","102","0.5","2.3","-16.2","0.7","1003041"
"2000","Brian Daubach","Red Sox","142","549","21","55","76","1","8.0 %","23.7 %",".200",".293",".248",".315",".448",".329","88","-0.2","-8.9","-4.5","0.6","186"
"2010","Jose Guillen","- - -","148","577","19","55","77","1","5.5 %","19.6 %",".158",".291",".258",".314",".416",".322","98","-4.0","-5.2","-8.3","0.6","57"
"2009","Jack Cust","Athletics","149","612","25","88","70","4","15.2 %","30.2 %",".177",".319",".240",".356",".417",".342","108","-0.7","5.5","-20.8","0.6","1564"
"2008","Jason Kubel","Twins","141","517","20","74","78","0","9.1 %","17.6 %",".199",".295",".272",".335",".471",".347","112","1.0","8.5","-20.4","0.6","2161"
"1992","Harold Baines","Athletics","140","543","16","58","76","1","10.9 %","11.2 %",".138",".258",".253",".331",".391",".326","108","-1.1","3.9","-16.3","0.5","1000434"
"1997","Julio Franco","- - -","120","505","7","68","44","15","13.7 %","23.0 %",".091",".350",".270",".369",".360",".332","95","0.5","-3.0","-10.0","0.5","87"
"1994","Dave Nilsson","Brewers","109","440","12","51","69","1","7.7 %","13.9 %",".176",".292",".275",".326",".451",".328","91","0.2","-4.8","-5.5","0.4","1009601"
"1990","Dwight Evans","Red Sox","123","522","13","66","63","3","12.8 %","14.0 %",".142",".268",".249",".349",".391",".334","104","-1.2","1.0","-13.2","0.4","1003865"
"2013","Chris Carter","Astros","148","585","29","64","82","2","12.0 %","36.2 %",".227",".311",".223",".320",".451",".337","113","-3.1","5.4","-20.9","0.4","9911"
"1992","George Bell","White Sox","155","670","25","74","112","5","4.6 %","14.5 %",".163",".264",".255",".294",".418",".316","98","0.1","-1.8","-15.8","0.4","1000808"
"1992","George Brett","Royals","152","638","7","55","61","8","5.5 %","10.8 %",".111",".312",".285",".330",".397",".326","100","-0.9","-1.2","-16.1","0.3","1001400"
"1991","George Brett","Royals","131","572","10","77","61","2","10.1 %","13.1 %",".147",".278",".255",".327",".402",".322","98","0.4","-1.3","-14.3","0.3","1001400"
"1993","Dave Winfield","Twins","143","594","21","72","76","2","7.6 %","17.8 %",".172",".301",".271",".325",".442",".339","103","-0.7","1.7","-17.9","0.3","1014127"
"2012","Justin Morneau","Twins","134","570","19","63","77","1","8.6 %","17.9 %",".172",".294",".267",".333",".440",".330","108","-3.4","1.8","-18.0","0.3","1737"
"1998","Hal Morris","Royals","127","516","1","50","40","1","6.2 %","10.1 %",".072",".340",".309",".350",".381",".321","87","0.2","-8.6","-7.1","0.2","1009209"
"2001","Brad Fullmer","Blue Jays","146","573","18","71","83","5","6.6 %","15.4 %",".170",".296",".274",".326",".444",".326","96","0.1","-3.1","-14.7","0.2","13"
"2006","Shea Hillenbrand","- - -","141","566","21","73","68","1","3.7 %","14.1 %",".174",".290",".277",".313",".451",".326","92","-1.5","-7.4","-9.9","0.2","196"
"1992","Luis Polonia","Angels","149","635","0","83","35","51","7.1 %","10.1 %",".043",".319",".286",".337",".329",".304","86","2.0","-8.1","-10.4","0.2","1010427"
"2011","Bobby Abreu","Angels","142","585","8","54","60","21","13.3 %","19.3 %",".112",".310",".253",".353",".365",".322","104","-1.7","1.2","-19.1","0.1","945"
"2004","Bernie Williams","Yankees","148","651","22","105","70","1","13.1 %","14.7 %",".173",".281",".262",".360",".435",".347","110","-0.8","7.9","-29.2","0.1","857"
"2013","Ryan Doumit","Twins","135","538","14","49","55","1","8.9 %","18.4 %",".148",".282",".247",".314",".396",".311","95","-0.7","-4.1","-12.9","0.1","2113"
"2006","Garret Anderson","Angels","141","588","17","63","85","1","6.5 %","16.2 %",".153",".308",".280",".323",".433",".319","90","-0.8","-8.7","-11.0","0.0","2"
"2009","David Ortiz","Red Sox","150","627","28","77","99","0","11.8 %","21.4 %",".224",".262",".238",".332",".462",".342","100","-5.6","-5.3","-16.0","0.0","745"
"2011","Hideki Matsui","Athletics","141","585","12","58","72","1","9.6 %","14.4 %",".124",".274",".251",".321",".375",".307","93","-0.5","-5.0","-14.1","0.0","1659"
"1990","Gerald Perry","Royals","133","512","8","57","57","17","7.6 %","10.9 %",".108",".271",".254",".313",".361",".303","88","1.6","-5.5","-11.2","-0.1","1010211"
"2005","Carl Everett","White Sox","135","547","23","58","87","4","7.7 %","18.1 %",".184",".265",".251",".311",".435",".321","92","-2.7","-8.0","-12.2","-0.2","1249"
"2013","Adam Dunn","White Sox","149","607","34","60","86","1","12.5 %","31.1 %",".223",".266",".219",".320",".442",".331","105","-4.3","-0.6","-20.9","-0.2","319"
"1993","George Brett","Royals","145","612","19","69","75","7","6.4 %","10.9 %",".168",".269",".266",".312",".434",".322","93","-0.6","-6.2","-15.1","-0.2","1001400"
"1999","Todd Walker","Twins","143","586","6","62","46","18","8.9 %","14.2 %",".119",".320",".279",".343",".397",".327","86","-0.9","-11.8","-11.2","-0.3","359"
"2005","Garret Anderson","Angels","142","603","17","68","96","1","3.8 %","13.9 %",".151",".305",".283",".308",".435",".316","93","-1.7","-6.5","-16.7","-0.3","2"
"2004","Edgar Martinez","Mariners","141","549","12","45","63","1","10.6 %","19.5 %",".121",".314",".263",".342",".385",".317","92","-3.7","-9.1","-13.2","-0.3","1086"
"2000","Matt Stairs","Athletics","143","562","21","74","81","5","13.9 %","21.7 %",".187",".257",".227",".333",".414",".327","90","0.1","-7.1","-16.3","-0.4","1384"
"2011","Vladimir Guerrero","Orioles","145","590","13","60","63","2","2.9 %","9.5 %",".126",".302",".290",".317",".416",".320","96","-5.2","-7.9","-14.8","-0.4","778"
"2012","Jesus Montero","Mariners","135","553","15","46","62","0","5.2 %","17.9 %",".126",".292",".260",".298",".386",".295","90","-6.7","-12.9","-9.0","-0.4","5514"
"1996","Eddie Murray","- - -","152","637","22","69","79","4","9.6 %","13.7 %",".157",".268",".260",".327",".417",".323","85","0.6","-12.5","-16.2","-0.4","1009386"
"2010","Jason Kubel","Twins","143","582","21","68","92","0","9.6 %","19.9 %",".178",".280",".249",".323",".427",".327","102","-4.9","-3.6","-20.4","-0.4","2161"
"1995","Greg Vaughn","Brewers","108","451","17","67","59","10","12.2 %","19.7 %",".184",".245",".224",".317",".408",".320","84","0.2","-9.0","-11.2","-0.5","1233"
"2002","Randall Simon","Tigers","130","506","19","51","82","0","2.6 %","5.9 %",".158",".286",".301",".320",".459",".332","105","-3.7","-0.7","-22.7","-0.6","497"
"2008","Jose Guillen","Royals","153","633","20","66","97","2","3.6 %","16.7 %",".174",".291",".264",".300",".438",".319","90","-3.6","-11.8","-15.8","-0.6","57"
"2005","Scott Hatteberg","Athletics","134","523","7","52","59","0","9.8 %","10.3 %",".086",".277",".256",".334",".343",".303","85","-0.4","-9.8","-15.0","-0.7","916"
"1994","Eddie Murray","Indians","108","467","17","57","76","8","6.6 %","11.3 %",".171",".254",".254",".302",".425",".311","81","-0.2","-12.1","-11.4","-0.7","1009386"
"1998","Paul Molitor","Twins","126","559","4","75","69","9","8.1 %","7.3 %",".102",".293",".281",".335",".382",".315","82","0.9","-12.2","-14.9","-0.8","1009040"
"2010","Adam Lind","Blue Jays","150","613","23","57","72","0","6.2 %","23.5 %",".188",".277",".237",".287",".425",".309","89","-4.6","-12.6","-17.3","-1.0","8027"
"2012","Delmon Young","Tigers","151","608","18","54","74","0","3.3 %","18.4 %",".145",".299",".267",".296",".411",".305","88","-3.0","-11.5","-18.0","-1.0","2140"
"1995","Ruben Sierra","- - -","126","533","19","73","86","5","8.6 %","14.3 %",".186",".273",".263",".323",".449",".334","99","-0.9","-1.6","-26.7","-1.0","1099"
"1991","Dave Parker","- - -","132","541","11","47","59","3","6.1 %","18.1 %",".125",".275",".239",".288",".365",".293","79","-0.6","-14.1","-14.0","-1.2","1010000"
"1990","Jeffrey Leonard","Mariners","134","525","10","39","75","4","7.0 %","18.5 %",".105",".291",".251",".305",".356",".295","80","-0.2","-12.3","-16.5","-1.3","1007535"
"1996","Ruben Sierra","- - -","142","587","12","61","72","4","10.2 %","14.1 %",".127",".269",".247",".320",".375",".301","73","-1.1","-23.0","-13.2","-1.3","1099"
"1997","Joe Carter","Blue Jays","157","668","21","76","102","8","6.0 %","15.7 %",".165",".246",".234",".284",".399",".295","72","0.8","-23.0","-14.8","-1.4","1002018"
"1991","Alvin Davis","Mariners","145","528","12","39","69","0","10.6 %","14.8 %",".115",".236",".221",".299",".335",".283","72","-1.2","-18.6","-13.4","-1.6","1003033"
"2012","Michael Young","Rangers","156","651","8","79","67","2","5.1 %","10.8 %",".093",".299",".277",".312",".370",".297","79","-2.1","-18.2","-18.6","-1.6","1286"
"2013","Paul Konerko","White Sox","126","520","12","41","54","0","8.7 %","14.2 %",".111",".265",".244",".313",".355",".298","82","-8.4","-18.7","-15.1","-1.8","242"
"2009","Aubrey Huff","- - -","150","597","15","59","85","0","8.5 %","14.6 %",".144",".260",".241",".310",".384",".303","77","-6.6","-23.8","-18.6","-2.2","1213"
