"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"1990","Ken Griffey Jr.","Mariners","155","666","22","91","80","16","9.5 %","12.2 %",".181",".315",".300",".366",".481",".372","132","-1.4","22.6","4.1","5.0","327"
"2009","Nyjer Morgan","- - -","120","533","3","74","39","42","7.5 %","13.9 %",".081",".355",".307",".369",".388",".338","104","3.9","6.8","25.9","5.0","4885"
"2009","Matt Kemp","Dodgers","159","667","26","97","101","34","7.8 %","20.8 %",".193",".345",".297",".352",".490",".362","123","4.3","22.9","5.1","5.0","5631"
"2001","Andruw Jones","Braves","161","693","34","104","104","11","8.1 %","20.5 %",".210",".269",".251",".312",".461",".328","97","0.4","-2.4","29.5","4.9","96"
"2004","Corey Patterson","Cubs","157","687","24","91","72","32","6.6 %","24.5 %",".185",".327",".266",".320",".452",".329","94","5.4","0.4","27.0","4.9","300"
"2000","Bernie Williams","Yankees","141","616","30","108","121","13","11.5 %","13.6 %",".259",".317",".307",".391",".566",".403","138","0.4","32.5","-1.4","4.9","857"
"1999","Ken Griffey Jr.","Mariners","160","706","48","123","134","24","12.9 %","15.3 %",".290",".277",".285",".384",".576",".401","140","1.6","39.8","-11.4","4.9","327"
"1999","Bernie Williams","Yankees","158","697","25","116","115","9","14.3 %","13.6 %",".195",".372",".342",".435",".536",".416","149","-2.7","42.7","-13.9","4.9","857"
"1991","Dave Henderson","Athletics","150","637","25","86","85","6","9.1 %","17.7 %",".189",".305",".276",".346",".465",".361","128","-1.2","20.2","6.1","4.9","1005630"
"1998","Bernie Williams","Yankees","128","578","26","101","97","15","12.8 %","14.0 %",".236",".361",".339",".422",".575",".425","158","-0.9","42.7","-12.7","4.9","857"
"2002","Bernie Williams","Yankees","154","699","19","102","102","8","11.9 %","13.9 %",".160",".372",".333",".415",".493",".396","146","0.8","40.1","-15.5","4.9","857"
"1992","Ray Lankford","Cardinals","153","682","20","87","86","42","10.6 %","21.6 %",".187",".356",".293",".371",".480",".379","143","-0.9","31.2","-8.7","4.8","1044"
"2001","Bernie Williams","Yankees","146","633","26","102","94","11","12.3 %","10.6 %",".215",".307",".307",".395",".522",".387","141","0.0","32.5","-4.9","4.8","857"
"2008","B.J. Upton","Rays","145","640","9","85","67","44","15.2 %","20.9 %",".128",".344",".273",".383",".401",".351","116","4.4","16.8","9.8","4.8","5015"
"2002","Mark Kotsay","Padres","153","646","17","82","61","11","9.1 %","13.8 %",".159",".319",".292",".359",".452",".355","121","-1.5","15.8","11.4","4.8","1042"
"1990","Willie McGee","- - -","154","665","3","99","77","31","7.2 %","15.6 %",".094",".385",".324",".373",".419",".355","120","2.3","18.0","4.8","4.8","1008513"
"1999","Kenny Lofton","Indians","120","561","7","110","39","25","14.1 %","15.0 %",".131",".351",".301",".405",".432",".375","118","2.3","15.6","14.6","4.8","246"
"1997","Rondell White","Expos","151","638","28","84","82","16","4.9 %","17.4 %",".208",".289",".270",".316",".478",".341","103","-0.2","2.3","25.3","4.7","856"
"1993","Lance Johnson","White Sox","147","579","0","75","47","35","6.2 %","5.7 %",".085",".331",".311",".354",".396",".337","106","4.2","8.8","20.1","4.7","1006482"
"1991","Brett Butler","Dodgers","161","730","2","112","38","38","14.8 %","10.8 %",".047",".336",".296",".401",".343",".347","123","-3.5","15.3","6.4","4.7","1001772"
"1992","Mike Devereaux","Orioles","156","710","24","76","107","10","6.2 %","13.2 %",".188",".287",".276",".321",".464",".349","117","-1.2","12.5","9.4","4.7","1003242"
"2000","Carl Everett","Red Sox","137","561","34","82","108","11","9.3 %","20.1 %",".286",".325",".300",".373",".587",".402","135","0.4","27.1","3.3","4.7","1249"
"2002","Torii Hunter","Twins","148","604","29","89","94","23","5.8 %","19.5 %",".235",".319",".289",".334",".524",".366","122","4.1","20.7","5.0","4.6","731"
"1992","Brett Butler","Dodgers","157","676","3","86","39","41","14.1 %","9.9 %",".081",".347",".309",".413",".391",".372","140","-0.1","29.7","-8.7","4.6","1001772"
"2002","Randy Winn","Devil Rays","152","674","14","87","75","27","8.2 %","16.2 %",".163",".342",".298",".360",".461",".356","119","5.1","20.6","2.5","4.6","1235"
"1999","Chris Singleton","White Sox","133","530","17","72","72","20","4.2 %","8.5 %",".190",".300",".300",".328",".490",".349","103","1.7","3.7","25.2","4.6","170"
"2009","Michael Bourn","Astros","157","678","3","97","35","61","9.3 %","20.6 %",".099",".366",".285",".354",".384",".330","100","12.0","11.7","12.4","4.6","6387"
"1990","Brett Butler","Giants","160","732","3","108","44","51","12.3 %","8.5 %",".076",".335",".309",".397",".384",".359","126","2.3","24.3","-6.6","4.6","1001772"
"1999","Steve Finley","Diamondbacks","156","663","34","100","103","8","9.5 %","14.2 %",".261",".261",".264",".336",".525",".362","108","-0.2","6.8","19.2","4.6","54"
"1996","Marquis Grissom","Braves","158","723","23","106","74","28","5.7 %","10.1 %",".180",".318",".308",".349",".489",".360","117","0.5","16.4","9.4","4.6","652"
"1996","Kenny Lofton","Indians","154","736","14","132","67","75","8.3 %","11.1 %",".128",".343",".317",".372",".446",".359","107","7.1","14.1","6.3","4.6","246"
"1993","Sammy Sosa","Cubs","159","641","33","92","93","36","5.9 %","21.1 %",".224",".285",".261",".309",".485",".343","107","2.7","8.3","14.6","4.6","302"
"2012","Angel Pagan","Giants","154","659","8","95","56","29","7.3 %","14.7 %",".152",".329",".288",".338",".440",".334","115","8.1","20.1","2.6","4.6","2918"
"2007","B.J. Upton","Devil Rays","129","548","24","86","82","22","11.9 %","28.1 %",".209",".393",".300",".386",".508",".386","137","3.1","28.3","-1.1","4.5","5015"
"1992","Darrin Jackson","Padres","155","628","17","72","70","14","4.1 %","16.9 %",".143",".275",".249",".283",".392",".301","87","1.5","-7.6","32.2","4.5","1006296"
"1991","Mike Devereaux","Orioles","149","668","19","82","59","16","7.0 %","17.2 %",".171",".291",".260",".313",".431",".331","106","-0.4","4.2","18.2","4.5","1003242"
"2011","Chris Young","Diamondbacks","156","659","20","89","71","22","12.1 %","21.1 %",".183",".275",".236",".331",".420",".329","102","2.0","3.7","18.2","4.5","3882"
"1991","Steve Finley","Astros","159","656","8","84","54","34","6.4 %","9.9 %",".121",".306",".285",".331",".406",".328","109","-0.3","6.4","15.9","4.5","54"
"2000","Johnny Damon","Royals","159","741","16","136","88","46","8.8 %","8.1 %",".168",".335",".327",".382",".495",".377","115","5.2","19.8","1.4","4.5","185"
"1999","Doug Glanville","Phillies","150","692","11","101","73","34","6.9 %","11.8 %",".132",".357",".325",".376",".457",".366","111","5.9","16.4","8.2","4.5","956"
"2012","Bryce Harper","Nationals","139","597","22","98","59","18","9.4 %","20.1 %",".206",".310",".270",".340",".477",".352","121","0.2","15.4","8.3","4.5","11579"
"1990","Andy Van Slyke","Pirates","136","569","17","67","77","14","11.6 %","15.6 %",".181",".315",".284",".367",".465",".371","133","1.0","23.1","-1.1","4.4","1013363"
"2012","Adam Jones","Orioles","162","697","32","103","82","16","4.9 %","18.1 %",".218",".313",".287",".334",".505",".361","127","1.3","23.6","-4.2","4.4","6368"
"2008","Ichiro Suzuki","Mariners","162","749","6","103","42","43","6.8 %","8.7 %",".076",".334",".310",".361",".386",".328","102","12.2","13.8","4.9","4.4","1101"
"2007","Coco Crisp","Red Sox","145","591","6","85","60","28","8.5 %","14.2 %",".114",".306",".268",".330",".382",".316","85","8.2","-2.8","27.1","4.4","1572"
"2004","Johnny Damon","Red Sox","150","702","20","123","94","19","10.8 %","10.1 %",".172",".317",".304",".380",".477",".372","123","6.8","27.5","-7.0","4.3","185"
"2008","Shane Victorino","Phillies","146","627","14","102","58","36","7.2 %","11.0 %",".154",".314",".293",".352",".447",".351","109","8.4","15.8","7.1","4.3","1677"
"2010","Michael Bourn","Astros","141","605","2","84","38","52","9.8 %","18.0 %",".080",".329",".265",".341",".346",".308","89","8.9","0.6","21.8","4.3","6387"
"1999","Carlos Beltran","Royals","156","723","22","112","108","27","6.4 %","17.0 %",".161",".326",".293",".337",".454",".343","95","1.8","-3.5","22.1","4.3","589"
"1995","Ray Lankford","Cardinals","132","553","25","81","82","24","11.4 %","19.9 %",".236",".309",".277",".360",".513",".375","128","1.2","21.0","3.9","4.3","1044"
"2013","Adam Jones","Orioles","160","689","33","100","108","14","3.6 %","19.7 %",".208",".314",".285",".318",".493",".350","120","6.2","21.5","-4.9","4.3","6368"
"2006","David DeJesus","Royals","119","552","8","83","56","6","7.8 %","12.7 %",".151",".329",".295",".364",".446",".351","110","5.7","12.7","12.3","4.2","1825"
"2001","Torii Hunter","Twins","148","603","27","82","92","9","4.8 %","20.7 %",".218",".291",".261",".306",".479",".334","101","-0.8","-0.4","22.2","4.2","731"
"2011","Cameron Maybin","Padres","137","568","9","82","40","40","7.7 %","22.0 %",".130",".331",".264",".323",".393",".316","105","8.7","11.7","10.4","4.2","5223"
"2012","Josh Hamilton","Rangers","148","636","43","103","128","7","9.4 %","25.5 %",".292",".320",".285",".354",".577",".387","141","4.0","34.2","-14.9","4.2","1875"
"2011","Peter Bourjos","Angels","147","552","12","72","43","22","5.8 %","22.5 %",".167",".338",".271",".327",".438",".335","114","3.6","12.3","9.2","4.2","2578"
"2002","Steve Finley","Diamondbacks","150","577","25","82","89","16","11.3 %","12.7 %",".212",".293",".287",".370",".499",".373","122","4.8","20.9","2.1","4.2","54"
"2003","Juan Pierre","Marlins","162","747","1","100","41","65","7.4 %","4.7 %",".067",".320",".305",".361",".373",".328","100","6.2","5.8","11.8","4.1","443"
"2006","Mike Cameron","Padres","141","634","22","88","83","25","11.2 %","22.4 %",".214",".321",".268",".355",".482",".359","122","2.2","20.1","1.2","4.1","1070"
"2008","Jacoby Ellsbury","Red Sox","145","609","9","98","47","50","6.7 %","13.1 %",".114",".312",".280",".336",".394",".323","91","9.0","1.9","18.8","4.1","4727"
"2008","Curtis Granderson","Tigers","141","629","22","112","66","12","11.3 %","17.6 %",".213",".316",".280",".365",".494",".373","127","8.2","28.9","-9.0","4.1","4747"
"1994","Marquis Grissom","Expos","110","521","11","96","45","36","7.9 %","12.7 %",".139",".313",".288",".344",".427",".336","98","4.6","3.5","20.7","4.1","652"
"2010","Chris Young","Diamondbacks","156","664","27","94","91","28","11.1 %","21.8 %",".195",".296",".257",".341",".452",".350","109","4.7","12.3","6.3","4.1","3882"
"2004","Vernon Wells","Blue Jays","134","590","23","82","67","9","8.6 %","14.1 %",".200",".285",".272",".337",".472",".348","106","5.8","10.5","11.3","4.1","1326"
"2009","Mike Cameron","Brewers","149","628","24","78","70","7","11.9 %","24.8 %",".202",".304",".250",".342",".452",".346","110","-1.0","6.8","13.7","4.1","1070"
"2004","Juan Pierre","Marlins","162","748","3","100","49","45","6.0 %","4.7 %",".081",".340",".326",".374",".407",".345","110","7.8","17.8","-1.3","4.1","443"
"2010","Marlon Byrd","Cubs","152","630","12","84","66","5","4.9 %","15.6 %",".136",".335",".293",".346",".429",".343","108","0.9","6.9","12.2","4.0","950"
"1998","Darryl Hamilton","- - -","148","661","6","95","51","13","12.4 %","11.0 %",".093",".344",".308",".398",".401",".361","113","-1.3","9.2","11.1","4.0","1005272"
"1998","Jim Edmonds","Angels","154","659","25","115","91","7","8.6 %","17.3 %",".199",".345",".307",".368",".506",".376","124","-0.8","20.2","-1.7","4.0","1153"
"2003","Mark Kotsay","Padres","128","541","7","64","38","6","10.4 %","15.2 %",".118",".307",".266",".343",".384",".322","98","4.0","2.6","20.6","4.0","1042"
"2003","Kenny Lofton","- - -","140","610","12","97","46","30","7.5 %","8.4 %",".154",".306",".296",".352",".450",".346","108","8.6","14.7","6.1","4.0","246"
